date,city,pollutant,value
2026-07-12T00:00:00+05:30,Mumbai,pm25,48.2
2026-07-13T00:00:00+05:30,Mumbai,pm25,38.8
2026-07-14T00:00:00+05:30,Mumbai,pm25,41.3
2026-07-15T00:00:00+05:30,Mumbai,pm25,37.2
2026-07-16T00:00:00+05:30,Mumbai,pm25,37.9
2026-07-17T00:00:00+05:30,Mumbai,pm25,36.0
2026-07-18T00:00:00+05:30,Mumbai,pm25,30.4
2026-07-19T00:00:00+05:30,Mumbai,pm25,28.1
2026-07-20T00:00:00+05:30,Mumbai,pm25,21.2
2026-07-21T00:00:00+05:30,Mumbai,pm25,32.6
2026-07-22T00:00:00+05:30,Mumbai,pm25,20.2
2026-07-23T00:00:00+05:30,Mumbai,pm25,18.7
2026-07-24T00:00:00+05:30,Mumbai,pm25,24.8
2026-07-25T00:00:00+05:30,Mumbai,pm25,28.7
2026-07-26T00:00:00+05:30,Mumbai,pm25,30.0
2026-07-27T00:00:00+05:30,Mumbai,pm25,29.0
2026-07-28T00:00:00+05:30,Mumbai,pm25,38.1
2026-07-29T00:00:00+05:30,Mumbai,pm25,42.6
2026-08-04T00:00:00+05:30,Mumbai,pm25,25.9
2026-08-05T00:00:00+05:30,Mumbai,pm25,25.7
2026-08-06T00:00:00+05:30,Mumbai,pm25,28.6
2026-08-07T00:00:00+05:30,Mumbai,pm25,29.2
2026-08-08T00:00:00+05:30,Mumbai,pm25,33.6
2026-08-09T00:00:00+05:30,Mumbai,pm25,31.4
2026-08-10T00:00:00+05:30,Mumbai,pm25,26.1
2026-08-11T00:00:00+05:30,Mumbai,pm25,19.7
2026-08-12T00:00:00+05:30,Mumbai,pm25,24.7
2026-08-13T00:00:00+05:30,Mumbai,pm25,24.9
2026-08-14T00:00:00+05:30,Mumbai,pm25,30.2
2026-08-15T00:00:00+05:30,Mumbai,pm25,11.3
2026-08-16T00:00:00+05:30,Mumbai,pm25,21.7
2026-08-17T00:00:00+05:30,Mumbai,pm25,26.5
2026-08-18T00:00:00+05:30,Mumbai,pm25,24.2
2026-08-19T00:00:00+05:30,Mumbai,pm25,25.0
2026-08-20T00:00:00+05:30,Mumbai,pm25,22.4
2026-08-21T00:00:00+05:30,Mumbai,pm25,28.8
2026-08-22T00:00:00+05:30,Mumbai,pm25,27.7
2026-08-23T00:00:00+05:30,Mumbai,pm25,22.6
2026-08-24T00:00:00+05:30,Mumbai,pm25,21.6
2026-08-25T00:00:00+05:30,Mumbai,pm25,25.9
2026-08-26T00:00:00+05:30,Mumbai,pm25,27.0
2026-08-27T00:00:00+05:30,Mumbai,pm25,23.4
2026-08-28T00:00:00+05:30,Mumbai,pm25,17.2
2026-08-29T00:00:00+05:30,Mumbai,pm25,16.9
