date,city,aqi,dominant_pollutant
2025-11-02T00:00:00+05:30,Mumbai,58,pm10
2025-11-03T00:00:00+05:30,Delhi,311,pm25
2025-11-03T00:00:00+05:30,Mumbai,67,pm10
2025-11-04T00:00:00+05:30,Delhi,205,pm25
2025-11-04T00:00:00+05:30,Mumbai,82,pm10
2025-11-05T00:00:00+05:30,Delhi,267,pm25
2025-11-05T00:00:00+05:30,Mumbai,86,pm10
2025-11-06T00:00:00+05:30,Delhi,386,pm25
2025-11-06T00:00:00+05:30,Mumbai,92,pm10
2025-11-07T00:00:00+05:30,Delhi,366,pm25
2025-11-07T00:00:00+05:30,Mumbai,108,pm10
2025-11-08T00:00:00+05:30,Delhi,403,pm25
2025-11-08T00:00:00+05:30,Mumbai,94,pm10
2025-11-09T00:00:00+05:30,Delhi,379,pm25
2025-11-09T00:00:00+05:30,Mumbai,102,pm10
2025-11-10T00:00:00+05:30,Delhi,408,pm25
2025-11-10T00:00:00+05:30,Mumbai,114,pm10
2025-11-11T00:00:00+05:30,Delhi,409,pm25
2025-11-11T00:00:00+05:30,Mumbai,112,pm10
2025-11-12T00:00:00+05:30,Delhi,422,pm10
2025-11-12T00:00:00+05:30,Mumbai,108,pm10
2025-11-13T00:00:00+05:30,Delhi,410,pm25
2025-11-13T00:00:00+05:30,Mumbai,107,pm10
2025-11-14T00:00:00+05:30,Delhi,386,pm25
2025-11-14T00:00:00+05:30,Mumbai,112,pm10
2025-11-15T00:00:00+05:30,Delhi,403,pm25
2025-11-15T00:00:00+05:30,Mumbai,114,pm10
2025-11-16T00:00:00+05:30,Delhi,380,pm25
2025-11-16T00:00:00+05:30,Mumbai,110,pm10
2025-11-17T00:00:00+05:30,Delhi,371,pm25
2025-11-17T00:00:00+05:30,Mumbai,105,pm10
2025-11-18T00:00:00+05:30,Delhi,401,pm25
2025-11-18T00:00:00+05:30,Mumbai,110,pm10
2025-11-19T00:00:00+05:30,Delhi,409,pm25
2025-11-19T00:00:00+05:30,Mumbai,112,pm10
2025-11-20T00:00:00+05:30,Delhi,408,pm25
2025-11-20T00:00:00+05:30,Mumbai,109,pm10
2025-11-21T00:00:00+05:30,Delhi,375,pm25
2025-11-21T00:00:00+05:30,Mumbai,116,pm10
2025-11-22T00:00:00+05:30,Delhi,393,pm25
2025-11-22T00:00:00+05:30,Mumbai,125,pm10
2025-11-23T00:00:00+05:30,Delhi,405,pm25
2025-11-23T00:00:00+05:30,Mumbai,125,pm10
2025-11-24T00:00:00+05:30,Delhi,401,pm25
2025-11-24T00:00:00+05:30,Mumbai,125,pm10
2025-11-25T00:00:00+05:30,Delhi,363,pm25
2025-11-25T00:00:00+05:30,Mumbai,139,pm10
2025-11-26T00:00:00+05:30,Delhi,380,pm25
2025-11-26T00:00:00+05:30,Mumbai,137,pm10
2025-11-27T00:00:00+05:30,Delhi,406,pm25
2025-11-27T00:00:00+05:30,Mumbai,129,pm10
2025-11-28T00:00:00+05:30,Delhi,392,pm25
2025-11-28T00:00:00+05:30,Mumbai,118,pm10
2025-11-29T00:00:00+05:30,Delhi,338,pm25
2025-11-29T00:00:00+05:30,Mumbai,102,pm10
2025-12-01T00:00:00+05:30,Delhi,374,pm25
2025-12-01T00:00:00+05:30,Mumbai,108,pm10
2025-12-02T00:00:00+05:30,Delhi,411,pm25
2025-12-02T00:00:00+05:30,Mumbai,113,pm10
2025-12-03T00:00:00+05:30,Delhi,373,pm25
2025-12-03T00:00:00+05:30,Mumbai,110,pm10
2025-12-04T00:00:00+05:30,Delhi,382,pm25
2025-12-04T00:00:00+05:30,Mumbai,108,pm10
2025-12-05T00:00:00+05:30,Delhi,373,pm25
2025-12-05T00:00:00+05:30,Mumbai,105,pm10
2025-12-06T00:00:00+05:30,Delhi,341,pm25
2025-12-06T00:00:00+05:30,Mumbai,102,pm10
2025-12-07T00:00:00+05:30,Delhi,338,pm25
2025-12-07T00:00:00+05:30,Mumbai,107,pm10
2025-12-08T00:00:00+05:30,Delhi,334,pm25
2025-12-08T00:00:00+05:30,Mumbai,114,pm10
2025-12-09T00:00:00+05:30,Delhi,312,pm25
2025-12-09T00:00:00+05:30,Mumbai,96,pm10
2025-12-10T00:00:00+05:30,Delhi,352,pm25
2025-12-10T00:00:00+05:30,Mumbai,78,pm10
2025-12-11T00:00:00+05:30,Delhi,353,pm25
2025-12-11T00:00:00+05:30,Mumbai,100,pm10
2025-12-12T00:00:00+05:30,Delhi,393,pm25
2025-12-12T00:00:00+05:30,Mumbai,112,pm10
2025-12-13T00:00:00+05:30,Delhi,421,pm25
2025-12-13T00:00:00+05:30,Mumbai,123,pm10
2025-12-14T00:00:00+05:30,Delhi,428,pm25
2025-12-14T00:00:00+05:30,Mumbai,120,pm10
2025-12-15T00:00:00+05:30,Delhi,406,pm25
2025-12-15T00:00:00+05:30,Mumbai,113,pm10
2025-12-16T00:00:00+05:30,Delhi,348,pm25
2025-12-16T00:00:00+05:30,Mumbai,114,pm10
2025-12-17T00:00:00+05:30,Delhi,363,pm25
2025-12-17T00:00:00+05:30,Mumbai,110,pm10
2025-12-18T00:00:00+05:30,Delhi,414,pm25
2025-12-18T00:00:00+05:30,Mumbai,115,pm10
2025-12-19T00:00:00+05:30,Delhi,405,pm25
2025-12-19T00:00:00+05:30,Mumbai,108,pm10
2025-12-20T00:00:00+05:30,Delhi,404,pm25
2025-12-21T00:00:00+05:30,Delhi,377,pm25
2025-12-22T00:00:00+05:30,Delhi,411,pm25
2025-12-23T00:00:00+05:30,Delhi,405,pm25
2025-12-24T00:00:00+05:30,Delhi,312,pm25
2025-12-24T00:00:00+05:30,Mumbai,129,pm10
2025-12-25T00:00:00+05:30,Delhi,345,pm25
2025-12-25T00:00:00+05:30,Mumbai,113,pm10
2025-12-26T00:00:00+05:30,Delhi,389,pm25
2025-12-26T00:00:00+05:30,Mumbai,118,pm10
2025-12-27T00:00:00+05:30,Delhi,408,pm25
2025-12-27T00:00:00+05:30,Mumbai,112,pm10
2025-12-28T00:00:00+05:30,Delhi,405,pm25
2025-12-28T00:00:00+05:30,Mumbai,115,pm10
2025-12-29T00:00:00+05:30,Delhi,399,pm25
2025-12-29T00:00:00+05:30,Mumbai,118,pm10
2025-12-30T00:00:00+05:30,Delhi,405,pm25
2025-12-30T00:00:00+05:30,Mumbai,130,pm10
2025-12-31T00:00:00+05:30,Delhi,403,pm25
2025-12-31T00:00:00+05:30,Mumbai,119,pm10
2026-01-01T00:00:00+05:30,Delhi,384,pm25
2026-01-01T00:00:00+05:30,Mumbai,90,pm10
2026-01-02T00:00:00+05:30,Delhi,228,pm25
2026-01-02T00:00:00+05:30,Mumbai,115,pm10
2026-01-03T00:00:00+05:30,Delhi,324,pm25
2026-01-03T00:00:00+05:30,Mumbai,123,pm10
2026-01-04T00:00:00+05:30,Delhi,322,pm25
2026-01-04T00:00:00+05:30,Mumbai,129,pm10
2026-01-05T00:00:00+05:30,Delhi,312,pm25
2026-01-05T00:00:00+05:30,Mumbai,118,pm10
2026-01-06T00:00:00+05:30,Delhi,353,pm25
2026-01-06T00:00:00+05:30,Mumbai,126,pm10
2026-01-07T00:00:00+05:30,Delhi,341,pm25
2026-01-07T00:00:00+05:30,Mumbai,123,pm10
2026-01-08T00:00:00+05:30,Delhi,370,pm25
2026-01-08T00:00:00+05:30,Mumbai,119,pm10
2026-01-09T00:00:00+05:30,Delhi,402,pm25
2026-01-09T00:00:00+05:30,Mumbai,119,pm10
2026-01-10T00:00:00+05:30,Delhi,351,pm25
2026-01-10T00:00:00+05:30,Mumbai,113,pm10
2026-01-20T00:00:00+05:30,Delhi,425,pm25
2026-01-20T00:00:00+05:30,Mumbai,139,pm10
2026-01-21T00:00:00+05:30,Delhi,370,pm25
2026-01-21T00:00:00+05:30,Mumbai,141,pm10
2026-01-22T00:00:00+05:30,Delhi,363,pm25
2026-01-22T00:00:00+05:30,Mumbai,135,pm10
2026-01-23T00:00:00+05:30,Delhi,319,pm25
2026-01-23T00:00:00+05:30,Mumbai,109,pm10
2026-01-24T00:00:00+05:30,Delhi,162,pm25
2026-01-24T00:00:00+05:30,Mumbai,110,pm10
2026-01-25T00:00:00+05:30,Delhi,209,pm25
2026-01-25T00:00:00+05:30,Mumbai,131,pm25
2026-01-26T00:00:00+05:30,Delhi,319,pm25
2026-01-26T00:00:00+05:30,Mumbai,127,pm10
2026-01-27T00:00:00+05:30,Delhi,348,pm25
2026-01-27T00:00:00+05:30,Mumbai,94,pm10
2026-01-28T00:00:00+05:30,Delhi,315,pm25
2026-01-28T00:00:00+05:30,Mumbai,81,pm10
2026-01-29T00:00:00+05:30,Delhi,314,pm25
2026-01-29T00:00:00+05:30,Mumbai,117,pm10
2026-01-30T00:00:00+05:30,Delhi,346,pm25
2026-01-30T00:00:00+05:30,Mumbai,128,pm25
2026-02-01T00:00:00+05:30,Delhi,264,pm25
2026-02-02T00:00:00+05:30,Delhi,315,pm25
2026-02-02T00:00:00+05:30,Mumbai,127,pm10
2026-02-03T00:00:00+05:30,Delhi,303,pm25
2026-02-03T00:00:00+05:30,Mumbai,141,pm25
2026-02-04T00:00:00+05:30,Delhi,335,pm25
2026-02-04T00:00:00+05:30,Mumbai,125,pm10
2026-02-05T00:00:00+05:30,Delhi,306,pm25
2026-02-05T00:00:00+05:30,Mumbai,118,pm10
2026-02-06T00:00:00+05:30,Delhi,287,pm25
2026-02-06T00:00:00+05:30,Mumbai,104,pm10
2026-02-07T00:00:00+05:30,Delhi,260,pm25
2026-02-07T00:00:00+05:30,Mumbai,112,pm10
2026-02-08T00:00:00+05:30,Delhi,384,pm25
2026-02-08T00:00:00+05:30,Mumbai,95,pm10
2026-02-09T00:00:00+05:30,Delhi,340,pm25
2026-02-09T00:00:00+05:30,Mumbai,116,pm10
2026-02-10T00:00:00+05:30,Delhi,319,pm25
2026-02-10T00:00:00+05:30,Mumbai,112,pm10
2026-02-11T00:00:00+05:30,Delhi,325,pm25
2026-02-11T00:00:00+05:30,Mumbai,127,pm10
2026-02-12T00:00:00+05:30,Delhi,161,pm25
2026-02-12T00:00:00+05:30,Mumbai,121,pm10
2026-02-13T00:00:00+05:30,Delhi,237,pm25
2026-02-13T00:00:00+05:30,Mumbai,112,pm10
2026-02-14T00:00:00+05:30,Delhi,310,pm25
2026-02-14T00:00:00+05:30,Mumbai,128,pm10
2026-02-15T00:00:00+05:30,Delhi,300,pm25
2026-02-15T00:00:00+05:30,Mumbai,131,pm10
2026-02-16T00:00:00+05:30,Delhi,325,pm25
2026-02-16T00:00:00+05:30,Mumbai,119,pm10
2026-02-17T00:00:00+05:30,Delhi,158,pm10
2026-02-17T00:00:00+05:30,Mumbai,102,pm10
2026-02-18T00:00:00+05:30,Delhi,157,pm25
2026-02-18T00:00:00+05:30,Mumbai,73,pm10
2026-02-19T00:00:00+05:30,Delhi,280,pm25
2026-02-19T00:00:00+05:30,Mumbai,145,pm10
2026-02-20T00:00:00+05:30,Delhi,250,pm25
2026-02-20T00:00:00+05:30,Mumbai,173,pm25
2026-02-21T00:00:00+05:30,Delhi,302,pm25
2026-02-21T00:00:00+05:30,Mumbai,127,pm10
2026-02-22T00:00:00+05:30,Delhi,306,pm25
2026-02-23T00:00:00+05:30,Delhi,274,pm25
2026-02-24T00:00:00+05:30,Delhi,311,pm25
2026-02-24T00:00:00+05:30,Mumbai,332,pm25
2026-02-25T00:00:00+05:30,Delhi,254,pm25
2026-02-25T00:00:00+05:30,Mumbai,436,pm10
2026-02-26T00:00:00+05:30,Delhi,257,pm25
2026-02-26T00:00:00+05:30,Mumbai,436,pm10
2026-02-27T00:00:00+05:30,Delhi,222,pm25
2026-02-27T00:00:00+05:30,Mumbai,379,pm10
2026-02-28T00:00:00+05:30,Delhi,267,pm25
2026-02-28T00:00:00+05:30,Mumbai,110,pm10
2026-03-01T00:00:00+05:30,Delhi,187,pm25
2026-03-02T00:00:00+05:30,Delhi,224,pm25
2026-03-02T00:00:00+05:30,Mumbai,66,pm10
2026-03-03T00:00:00+05:30,Delhi,222,pm25
2026-03-03T00:00:00+05:30,Mumbai,336,pm10
2026-03-04T00:00:00+05:30,Delhi,153,pm25
2026-03-04T00:00:00+05:30,Mumbai,123,pm10
2026-03-05T00:00:00+05:30,Delhi,164,pm10
2026-03-05T00:00:00+05:30,Mumbai,83,pm10
2026-03-06T00:00:00+05:30,Delhi,199,pm25
2026-03-06T00:00:00+05:30,Mumbai,87,pm10
2026-03-07T00:00:00+05:30,Delhi,317,pm25
2026-03-08T00:00:00+05:30,Delhi,308,pm25
2026-03-08T00:00:00+05:30,Mumbai,260,pm25
2026-03-09T00:00:00+05:30,Delhi,303,pm25
2026-03-10T00:00:00+05:30,Delhi,277,pm25
2026-03-10T00:00:00+05:30,Mumbai,131,pm10
2026-03-11T00:00:00+05:30,Delhi,293,pm25
2026-03-11T00:00:00+05:30,Mumbai,123,pm10
2026-03-12T00:00:00+05:30,Delhi,232,pm25
2026-03-12T00:00:00+05:30,Mumbai,362,pm10
2026-03-13T00:00:00+05:30,Delhi,208,pm25
2026-03-13T00:00:00+05:30,Mumbai,110,pm10
2026-03-14T00:00:00+05:30,Delhi,167,pm25
2026-03-14T00:00:00+05:30,Mumbai,115,pm10
2026-03-15T00:00:00+05:30,Delhi,133,pm10
2026-03-15T00:00:00+05:30,Mumbai,96,pm10
2026-03-16T00:00:00+05:30,Delhi,122,pm10
2026-03-16T00:00:00+05:30,Mumbai,83,pm10
2026-03-17T00:00:00+05:30,Delhi,170,pm25
2026-03-17T00:00:00+05:30,Mumbai,93,pm10
2026-03-18T00:00:00+05:30,Delhi,221,pm25
2026-03-18T00:00:00+05:30,Mumbai,79,pm10
2026-03-19T00:00:00+05:30,Delhi,104,pm10
2026-03-19T00:00:00+05:30,Mumbai,55,pm10
2026-03-20T00:00:00+05:30,Delhi,88,pm25
2026-03-20T00:00:00+05:30,Mumbai,67,pm10
2026-03-21T00:00:00+05:30,Delhi,126,pm25
2026-03-21T00:00:00+05:30,Mumbai,68,pm10
2026-03-22T00:00:00+05:30,Delhi,183,pm25
2026-03-22T00:00:00+05:30,Mumbai,119,pm10
2026-03-23T00:00:00+05:30,Delhi,139,pm25
2026-03-23T00:00:00+05:30,Mumbai,313,pm25
2026-03-24T00:00:00+05:30,Delhi,179,pm25
2026-03-24T00:00:00+05:30,Mumbai,97,pm10
2026-03-25T00:00:00+05:30,Delhi,234,pm25
2026-03-25T00:00:00+05:30,Mumbai,85,pm10
2026-03-26T00:00:00+05:30,Delhi,198,pm25
2026-03-26T00:00:00+05:30,Mumbai,102,pm10
2026-03-27T00:00:00+05:30,Delhi,127,pm10
2026-03-27T00:00:00+05:30,Mumbai,112,pm10
2026-03-28T00:00:00+05:30,Delhi,137,pm10
2026-03-28T00:00:00+05:30,Mumbai,84,pm10
2026-03-29T00:00:00+05:30,Delhi,183,pm25
2026-03-29T00:00:00+05:30,Mumbai,41,pm10
2026-03-30T00:00:00+05:30,Delhi,170,pm10
2026-03-30T00:00:00+05:30,Mumbai,91,pm10
2026-04-01T00:00:00+05:30,Delhi,114,pm10
2026-04-01T00:00:00+05:30,Mumbai,72,pm10
2026-04-02T00:00:00+05:30,Delhi,197,pm25
2026-04-02T00:00:00+05:30,Mumbai,63,pm10
2026-04-03T00:00:00+05:30,Delhi,323,pm10
2026-04-03T00:00:00+05:30,Mumbai,88,pm10
2026-04-04T00:00:00+05:30,Delhi,131,pm10
2026-04-04T00:00:00+05:30,Mumbai,72,pm10
2026-04-05T00:00:00+05:30,Delhi,119,pm10
2026-04-05T00:00:00+05:30,Mumbai,77,pm10
2026-04-06T00:00:00+05:30,Delhi,113,pm10
2026-04-06T00:00:00+05:30,Mumbai,55,pm10
2026-04-07T00:00:00+05:30,Delhi,107,pm10
2026-04-07T00:00:00+05:30,Mumbai,82,pm10
2026-04-08T00:00:00+05:30,Delhi,72,co
2026-04-08T00:00:00+05:30,Mumbai,88,pm10
2026-04-09T00:00:00+05:30,Delhi,124,pm10
2026-04-09T00:00:00+05:30,Mumbai,102,pm10
2026-04-10T00:00:00+05:30,Delhi,156,pm10
2026-04-10T00:00:00+05:30,Mumbai,126,pm10
2026-04-11T00:00:00+05:30,Delhi,129,pm10
2026-04-11T00:00:00+05:30,Mumbai,133,pm10
2026-04-12T00:00:00+05:30,Delhi,199,so2
2026-04-12T00:00:00+05:30,Mumbai,108,pm10
2026-04-13T00:00:00+05:30,Delhi,140,pm10
2026-04-13T00:00:00+05:30,Mumbai,108,pm10
2026-04-14T00:00:00+05:30,Delhi,158,pm10
2026-04-14T00:00:00+05:30,Mumbai,114,pm10
2026-04-15T00:00:00+05:30,Delhi,202,pm10
2026-04-16T00:00:00+05:30,Delhi,307,pm25
2026-04-16T00:00:00+05:30,Mumbai,99,pm10
2026-04-17T00:00:00+05:30,Delhi,211,pm10
2026-04-17T00:00:00+05:30,Mumbai,99,pm10
2026-04-18T00:00:00+05:30,Delhi,189,pm25
2026-04-18T00:00:00+05:30,Mumbai,66,pm10
2026-04-19T00:00:00+05:30,Delhi,304,pm25
2026-04-19T00:00:00+05:30,Mumbai,307,pm25
2026-04-20T00:00:00+05:30,Delhi,199,pm10
2026-04-20T00:00:00+05:30,Mumbai,62,pm10
2026-04-21T00:00:00+05:30,Delhi,202,pm10
2026-04-21T00:00:00+05:30,Mumbai,95,pm10
2026-04-22T00:00:00+05:30,Delhi,257,pm10
2026-04-22T00:00:00+05:30,Mumbai,86,pm10
2026-04-23T00:00:00+05:30,Delhi,208,pm10
2026-04-23T00:00:00+05:30,Mumbai,61,pm10
2026-04-24T00:00:00+05:30,Delhi,272,pm10
2026-04-24T00:00:00+05:30,Mumbai,169,pm25
2026-04-25T00:00:00+05:30,Delhi,277,pm10
2026-04-25T00:00:00+05:30,Mumbai,118,pm10
2026-04-26T00:00:00+05:30,Delhi,213,pm10
2026-04-26T00:00:00+05:30,Mumbai,106,pm10
2026-04-27T00:00:00+05:30,Delhi,287,pm10
2026-04-27T00:00:00+05:30,Mumbai,83,pm10
2026-04-28T00:00:00+05:30,Delhi,312,pm10
2026-04-28T00:00:00+05:30,Mumbai,105,pm10
2026-04-29T00:00:00+05:30,Delhi,170,pm10
2026-04-29T00:00:00+05:30,Mumbai,80,pm10
2026-04-30T00:00:00+05:30,Delhi,145,pm10
2026-04-30T00:00:00+05:30,Mumbai,64,pm10
2026-05-01T00:00:00+05:30,Delhi,109,pm10
2026-05-01T00:00:00+05:30,Mumbai,43,pm10
2026-05-02T00:00:00+05:30,Delhi,131,pm10
2026-05-02T00:00:00+05:30,Mumbai,435,pm10
2026-05-03T00:00:00+05:30,Delhi,141,pm10
2026-05-03T00:00:00+05:30,Mumbai,443,pm10
2026-05-04T00:00:00+05:30,Delhi,77,co
2026-05-04T00:00:00+05:30,Mumbai,379,pm10
2026-05-05T00:00:00+05:30,Delhi,84,pm10
2026-05-05T00:00:00+05:30,Mumbai,110,pm10
2026-05-06T00:00:00+05:30,Delhi,122,pm10
2026-05-06T00:00:00+05:30,Mumbai,117,pm10
2026-05-07T00:00:00+05:30,Delhi,99,pm10
2026-05-07T00:00:00+05:30,Mumbai,70,pm10
2026-05-08T00:00:00+05:30,Delhi,91,pm10
2026-05-08T00:00:00+05:30,Mumbai,71,pm10
2026-05-09T00:00:00+05:30,Delhi,117,pm10
2026-05-10T00:00:00+05:30,Delhi,115,pm10
2026-05-11T00:00:00+05:30,Delhi,135,pm10
2026-05-11T00:00:00+05:30,Mumbai,112,pm10
2026-05-12T00:00:00+05:30,Delhi,141,pm10
2026-05-12T00:00:00+05:30,Mumbai,92,pm10
2026-05-13T00:00:00+05:30,Delhi,149,pm10
2026-05-13T00:00:00+05:30,Mumbai,97,pm10
2026-05-14T00:00:00+05:30,Delhi,135,pm10
2026-05-14T00:00:00+05:30,Mumbai,81,pm10
2026-05-15T00:00:00+05:30,Delhi,142,pm10
2026-05-15T00:00:00+05:30,Mumbai,74,pm10
2026-05-16T00:00:00+05:30,Delhi,149,pm10
2026-05-16T00:00:00+05:30,Mumbai,79,pm10
2026-05-17T00:00:00+05:30,Delhi,178,pm10
2026-05-17T00:00:00+05:30,Mumbai,117,pm10
2026-05-18T00:00:00+05:30,Delhi,174,pm10
2026-05-18T00:00:00+05:30,Mumbai,419,pm10
2026-05-19T00:00:00+05:30,Delhi,173,pm10
2026-05-19T00:00:00+05:30,Mumbai,108,pm10
2026-05-20T00:00:00+05:30,Delhi,143,pm10
2026-05-20T00:00:00+05:30,Mumbai,98,pm10
2026-05-21T00:00:00+05:30,Delhi,310,pm10
2026-05-21T00:00:00+05:30,Mumbai,108,pm10
2026-05-22T00:00:00+05:30,Delhi,183,pm10
2026-05-22T00:00:00+05:30,Mumbai,76,pm10
2026-05-23T00:00:00+05:30,Delhi,197,pm10
2026-05-23T00:00:00+05:30,Mumbai,76,pm10
2026-05-24T00:00:00+05:30,Delhi,192,pm10
2026-05-24T00:00:00+05:30,Mumbai,61,pm10
2026-05-25T00:00:00+05:30,Delhi,306,pm10
2026-05-25T00:00:00+05:30,Mumbai,83,pm10
2026-05-26T00:00:00+05:30,Delhi,202,pm10
2026-05-26T00:00:00+05:30,Mumbai,84,pm10
2026-05-27T00:00:00+05:30,Delhi,221,pm25
2026-05-27T00:00:00+05:30,Mumbai,67,pm10
2026-05-28T00:00:00+05:30,Delhi,176,pm10
2026-05-28T00:00:00+05:30,Mumbai,61,pm10
2026-05-29T00:00:00+05:30,Delhi,95,pm10
2026-05-29T00:00:00+05:30,Mumbai,69,pm10
2026-05-30T00:00:00+05:30,Delhi,85,pm10
2026-05-30T00:00:00+05:30,Mumbai,90,pm10
2026-06-01T00:00:00+05:30,Delhi,90,pm10
2026-06-01T00:00:00+05:30,Mumbai,57,pm10
2026-06-02T00:00:00+05:30,Delhi,93,pm10
2026-06-02T00:00:00+05:30,Mumbai,74,pm10
2026-06-03T00:00:00+05:30,Delhi,137,pm10
2026-06-03T00:00:00+05:30,Mumbai,59,pm10
2026-06-04T00:00:00+05:30,Delhi,141,pm10
2026-06-04T00:00:00+05:30,Mumbai,57,pm10
2026-06-05T00:00:00+05:30,Delhi,133,pm10
2026-06-06T00:00:00+05:30,Delhi,169,pm10
2026-06-07T00:00:00+05:30,Delhi,135,pm10
2026-06-08T00:00:00+05:30,Delhi,152,pm10
2026-06-09T00:00:00+05:30,Delhi,176,pm10
2026-06-09T00:00:00+05:30,Mumbai,134,pm25
2026-06-10T00:00:00+05:30,Delhi,151,pm10
2026-06-10T00:00:00+05:30,Mumbai,79,pm10
2026-06-11T00:00:00+05:30,Delhi,114,pm10
2026-06-11T00:00:00+05:30,Mumbai,87,pm10
2026-06-12T00:00:00+05:30,Delhi,62,pm10
2026-06-12T00:00:00+05:30,Mumbai,92,pm10
2026-06-13T00:00:00+05:30,Delhi,106,pm10
2026-06-13T00:00:00+05:30,Mumbai,86,pm10
2026-06-14T00:00:00+05:30,Delhi,223,pm25
2026-06-14T00:00:00+05:30,Mumbai,76,pm10
2026-06-15T00:00:00+05:30,Delhi,202,pm10
2026-06-15T00:00:00+05:30,Mumbai,64,pm10
2026-06-16T00:00:00+05:30,Delhi,106,pm10
2026-06-16T00:00:00+05:30,Mumbai,62,pm10
2026-06-17T00:00:00+05:30,Delhi,108,pm10
2026-06-17T00:00:00+05:30,Mumbai,74,pm10
2026-06-18T00:00:00+05:30,Delhi,156,pm10
2026-06-18T00:00:00+05:30,Mumbai,60,pm10
2026-06-19T00:00:00+05:30,Delhi,151,pm10
2026-06-19T00:00:00+05:30,Mumbai,49,pm10
2026-06-20T00:00:00+05:30,Delhi,162,pm10
2026-06-20T00:00:00+05:30,Mumbai,59,pm10
2026-06-21T00:00:00+05:30,Delhi,123,pm10
2026-06-21T00:00:00+05:30,Mumbai,48,pm10
2026-06-22T00:00:00+05:30,Delhi,233,pm10
2026-06-22T00:00:00+05:30,Mumbai,41,pm10
2026-06-23T00:00:00+05:30,Delhi,170,pm25
2026-06-23T00:00:00+05:30,Mumbai,29,so2
2026-06-25T00:00:00+05:30,Delhi,164,pm10
2026-06-25T00:00:00+05:30,Mumbai,43,pm10
2026-06-26T00:00:00+05:30,Delhi,114,pm10
2026-06-26T00:00:00+05:30,Mumbai,55,pm10
2026-06-27T00:00:00+05:30,Delhi,147,pm10
2026-06-27T00:00:00+05:30,Mumbai,40,pm10
2026-06-28T00:00:00+05:30,Delhi,158,pm10
2026-06-28T00:00:00+05:30,Mumbai,29,so2
2026-06-29T00:00:00+05:30,Delhi,158,pm10
2026-06-29T00:00:00+05:30,Mumbai,29,so2
2026-06-30T00:00:00+05:30,Delhi,183,pm10
2026-06-30T00:00:00+05:30,Mumbai,29,so2
2026-07-01T00:00:00+05:30,Delhi,104,pm10
2026-07-01T00:00:00+05:30,Mumbai,29,so2
2026-07-02T00:00:00+05:30,Delhi,100,pm10
2026-07-02T00:00:00+05:30,Mumbai,29,so2
2026-07-03T00:00:00+05:30,Delhi,101,pm25
2026-07-03T00:00:00+05:30,Mumbai,29,so2
2026-07-04T00:00:00+05:30,Delhi,164,pm25
2026-07-04T00:00:00+05:30,Mumbai,29,so2
2026-07-05T00:00:00+05:30,Delhi,112,pm25
2026-07-05T00:00:00+05:30,Mumbai,29,so2
2026-07-06T00:00:00+05:30,Delhi,90,pm10
2026-07-06T00:00:00+05:30,Mumbai,29,so2
2026-07-07T00:00:00+05:30,Delhi,80,pm10
2026-07-07T00:00:00+05:30,Mumbai,29,so2
2026-07-08T00:00:00+05:30,Delhi,53,pm10
2026-07-08T00:00:00+05:30,Mumbai,29,so2
2026-07-09T00:00:00+05:30,Delhi,42,so2
2026-07-09T00:00:00+05:30,Mumbai,118,pm10
2026-07-10T00:00:00+05:30,Delhi,69,pm10
2026-07-10T00:00:00+05:30,Mumbai,104,pm10
2026-07-11T00:00:00+05:30,Delhi,189,pm10
2026-07-11T00:00:00+05:30,Mumbai,97,pm10
2026-07-12T00:00:00+05:30,Delhi,312,pm10
2026-07-12T00:00:00+05:30,Mumbai,94,pm10
2026-07-13T00:00:00+05:30,Delhi,156,pm10
2026-07-13T00:00:00+05:30,Mumbai,77,pm10
2026-07-14T00:00:00+05:30,Delhi,178,pm10
2026-07-14T00:00:00+05:30,Mumbai,81,pm10
2026-07-15T00:00:00+05:30,Delhi,164,pm10
2026-07-15T00:00:00+05:30,Mumbai,74,pm10
2026-07-16T00:00:00+05:30,Delhi,215,pm10
2026-07-16T00:00:00+05:30,Mumbai,74,pm10
2026-07-17T00:00:00+05:30,Delhi,243,pm10
2026-07-17T00:00:00+05:30,Mumbai,71,pm10
2026-07-18T00:00:00+05:30,Delhi,213,pm10
2026-07-18T00:00:00+05:30,Mumbai,60,pm10
2026-07-19T00:00:00+05:30,Delhi,152,pm10
2026-07-19T00:00:00+05:30,Mumbai,54,pm10
2026-07-20T00:00:00+05:30,Delhi,102,pm10
2026-07-20T00:00:00+05:30,Mumbai,41,pm10
2026-07-21T00:00:00+05:30,Delhi,61,pm10
2026-07-21T00:00:00+05:30,Mumbai,64,pm10
2026-07-22T00:00:00+05:30,Delhi,95,no2
2026-07-22T00:00:00+05:30,Mumbai,40,pm10
2026-07-23T00:00:00+05:30,Delhi,104,no2
2026-07-23T00:00:00+05:30,Mumbai,36,pm10
2026-07-24T00:00:00+05:30,Delhi,59,pm10
2026-07-24T00:00:00+05:30,Mumbai,47,pm10
2026-07-25T00:00:00+05:30,Delhi,67,pm10
2026-07-25T00:00:00+05:30,Mumbai,57,pm10
2026-07-26T00:00:00+05:30,Delhi,72,pm10
2026-07-26T00:00:00+05:30,Mumbai,60,pm10
2026-07-27T00:00:00+05:30,Delhi,89,pm10
2026-07-27T00:00:00+05:30,Mumbai,56,pm10
2026-07-28T00:00:00+05:30,Delhi,49,pm10
